class,order,family,genus,species,scientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,eventDate,month,year,speciesKey,recordedBy,geometry,oso_2024,code,label_fr,label_en
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,2.0,2011-07-14,7.0,2011,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.98301,6.45821,25.0,1994.0,2014-04-25,4.0,2014,2473682.0,CORAIL Marc,POINT (6.45821 44.98301),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,3.0,2012-05-16,5.0,2012,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,1841.0,2010-02-06,2.0,2010,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,1589.0,2000-01-05,1.0,2000,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,3.0,2013-05-23,5.0,2013,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,3.0,2012-04-21,4.0,2012,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,2006.0,2011-12-31,12.0,2011,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.78624,6.95234,250.0,3.0,1990-05-05,5.0,1990,2473682.0,CORAIL Marc,POINT (6.95234 44.78624),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.76387,6.255,25.0,3.0,1997-04-09,4.0,1997,2473682.0,CORAIL Marc,POINT (6.255 44.76387),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,2.0,2014-05-25,5.0,2014,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75814,6.44438,25.0,3.0,2003-03-15,3.0,2003,2473682.0,CORAIL Marc,POINT (6.44438 44.75814),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,2132.0,2000-02-05,2.0,2000,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,2045.0,2012-10-16,10.0,2012,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,2173.0,1995-02-19,2.0,1995,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.63433,6.05824,250.0,3.0,2010-05-23,5.0,2010,2473682.0,CORAIL Marc,POINT (6.05824 44.63433),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62707,6.31018,25.0,1960.0,2000-01-20,1.0,2000,2473682.0,CORAIL Marc,POINT (6.31018 44.62707),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67754,6.12373,25.0,3.0,1990-05-15,5.0,1990,2473682.0,CORAIL Marc,POINT (6.12373 44.67754),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.72936,5.87383,250.0,3.0,2000-05-22,5.0,2000,2473682.0,CORAIL Marc,POINT (5.87383 44.72936),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62707,6.31018,25.0,6.0,2010-05-12,5.0,2010,2473682.0,CORAIL Marc,POINT (6.31018 44.62707),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,1928.0,2014-10-07,10.0,2014,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,1809.0,2008-10-25,10.0,2008,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.72072,6.18931,25.0,3.0,2010-05-13,5.0,2010,2473682.0,CORAIL Marc,POINT (6.18931 44.72072),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67014,6.37585,25.0,2.0,2010-04-29,4.0,2010,2473682.0,CORAIL Marc,POINT (6.37585 44.67014),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,3.0,2013-06-23,6.0,2013,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81068,6.19442,25.0,6.0,2001-05-24,5.0,2001,2473682.0,CORAIL Marc,POINT (6.19442 44.81068),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67931,6.06069,25.0,1571.0,2006-03-25,3.0,2006,2473682.0,CORAIL Marc,POINT (6.06069 44.67931),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,3.0,2013-06-10,6.0,2013,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.68103,5.99764,25.0,3.0,2007-04-28,4.0,2007,2473682.0,CORAIL Marc,POINT (5.99764 44.68103),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.83993,6.70274,250.0,3.0,2007-03-20,3.0,2007,2473682.0,CORAIL Marc,POINT (6.70274 44.83993),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81068,6.19442,25.0,30.0,2005-04-28,4.0,2005,2473682.0,CORAIL Marc,POINT (6.19442 44.81068),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,6.0,2012-04-20,4.0,2012,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.36271,6.10636,250.0,3.0,2006-05-01,5.0,2006,2473682.0,CORAIL Marc,POINT (6.10636 44.36271),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71317,6.44162,25.0,3.0,2003-03-15,3.0,2003,2473682.0,CORAIL Marc,POINT (6.44162 44.71317),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,2.0,2006-05-02,5.0,2006,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,6.0,2013-05-07,5.0,2013,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.72072,6.18931,25.0,5.0,2012-06-20,6.0,2012,2473682.0,CORAIL Marc,POINT (6.18931 44.72072),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,2003.0,1995-11-04,11.0,1995,2473682.0,CORAIL Marc,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81068,6.19442,25.0,30.0,2005-04-28,4.0,2005,2473682.0,CORAIL Marc,POINT (6.19442 44.81068),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,3.0,2005-05-20,5.0,2005,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.72072,6.18931,25.0,2.0,2010-05-13,5.0,2010,2473682.0,CORAIL Marc,POINT (6.18931 44.72072),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,3.0,2012-04-03,4.0,2012,2473682.0,CORAIL Marc,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.76199,6.31813,25.0,1785.0,2013-06-06,6.0,2013,2473682.0,CORAIL Marc,POINT (6.31813 44.76199),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97693,6.6483,25.0,3.0,2007-03-11,3.0,2007,2473682.0,CORAIL Marc,POINT (6.6483 44.97693),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.59603,5.804,250.0,6.0,2013-03-27,3.0,2013,2473682.0,CORAIL Marc,POINT (5.804 44.59603),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,1628.0,1999-10-29,10.0,1999,2473682.0,CORAIL Marc,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,6.0,2010-05-12,5.0,2010,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,6.0,2013-05-07,5.0,2013,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,6.0,2010-06-10,6.0,2010,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.72252,6.12622,25.0,3.0,2012-03-18,3.0,2012,2473682.0,CORAIL Marc,POINT (6.12622 44.72252),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.83993,6.70274,250.0,2055.0,2013-02-06,2.0,2013,2473682.0,CORAIL Marc,POINT (6.70274 44.83993),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,3.0,2014-05-09,5.0,2014,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,2109.0,2007-12-23,12.0,2007,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,3.0,2011-05-09,5.0,2011,2473682.0,CORAIL Marc,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.68103,5.99764,25.0,6.0,2007-04-28,4.0,2007,2473682.0,CORAIL Marc,POINT (5.99764 44.68103),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71119,6.50469,25.0,3.0,2004-05-26,5.0,2004,2473682.0,CORAIL Marc,POINT (6.50469 44.71119),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.63433,6.05824,250.0,3.0,2011-04-16,4.0,2011,2473682.0,CORAIL Marc,POINT (6.05824 44.63433),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,1812.0,1995-10-15,10.0,1995,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81068,6.19442,25.0,6.0,2001-04-26,4.0,2001,2473682.0,CORAIL Marc,POINT (6.19442 44.81068),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,6.0,2012-04-21,4.0,2012,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67931,6.06069,25.0,1774.0,2014-10-24,10.0,2014,2473682.0,CORAIL Marc,POINT (6.06069 44.67931),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,2054.0,2013-02-27,2.0,2013,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,3.0,2010-05-26,5.0,2010,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.68103,5.99764,25.0,3.0,2006-03-25,3.0,2006,2473682.0,CORAIL Marc,POINT (5.99764 44.68103),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.68103,5.99764,25.0,3.0,2012-05-10,5.0,2012,2473682.0,CORAIL Marc,POINT (5.99764 44.68103),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,3.0,2013-06-02,6.0,2013,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,2016.0,2000-03-05,3.0,2000,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71317,6.44162,25.0,2.0,2003-03-15,3.0,2003,2473682.0,CORAIL Marc,POINT (6.44162 44.71317),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,2132.0,1993-11-28,11.0,1993,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71702,6.31548,25.0,3.0,1999-05-13,5.0,1999,2473682.0,CORAIL Marc,POINT (6.31548 44.71702),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,3.0,2011-04-05,4.0,2011,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,3.0,2012-05-24,5.0,2012,2473682.0,CORAIL Marc,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,3.0,2014-05-19,5.0,2014,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,2.0,2013-06-14,6.0,2013,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,2036.0,1995-10-28,10.0,1995,2473682.0,CORAIL Marc,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,2074.0,2012-10-16,10.0,2012,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67391,6.2498,25.0,3.0,1998-04-08,4.0,1998,2473682.0,CORAIL Marc,POINT (6.2498 44.67391),13,13,Prairies,Grasslands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,3.0,2012-03-19,3.0,2012,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,6.0,2010-05-12,5.0,2010,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,3.0,2014-04-03,4.0,2014,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.63774,5.93225,25.0,1600.0,2011-10-05,10.0,2011,2473682.0,CORAIL Marc,POINT (5.93225 44.63774),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,2056.0,2010-10-25,10.0,2010,2473682.0,CORAIL Marc,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.72072,6.18931,25.0,3.0,2014-05-17,5.0,2014,2473682.0,CORAIL Marc,POINT (6.18931 44.72072),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,1725.0,1999-03-09,3.0,1999,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67014,6.37585,25.0,3.0,2002-05-06,5.0,2002,2473682.0,CORAIL Marc,POINT (6.37585 44.67014),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81068,6.19442,25.0,30.0,2005-04-28,4.0,2005,2473682.0,CORAIL Marc,POINT (6.19442 44.81068),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,6.0,2012-05-16,5.0,2012,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.73902,7.01226,25.0,3.0,1989-05-20,5.0,1989,2473682.0,CORAIL Marc,POINT (7.01226 44.73902),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.76387,6.255,25.0,1863.0,2000-12-03,12.0,2000,2473682.0,CORAIL Marc,POINT (6.255 44.76387),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81598,6.00484,25.0,3.0,1997-05-05,5.0,1997,2473682.0,CORAIL Marc,POINT (6.00484 44.81598),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67391,6.2498,25.0,2008.0,2012-12-05,12.0,2012,2473682.0,CORAIL Marc,POINT (6.2498 44.67391),13,13,Prairies,Grasslands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67391,6.2498,25.0,2115.0,2010-06-10,6.0,2010,2473682.0,CORAIL Marc,POINT (6.2498 44.67391),13,13,Prairies,Grasslands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.76387,6.255,25.0,1662.0,1994-09-19,9.0,1994,2473682.0,CORAIL Marc,POINT (6.255 44.76387),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.72771,5.93694,25.0,3.0,2007-04-28,4.0,2007,2473682.0,CORAIL Marc,POINT (5.93694 44.72771),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,3.0,1997-06-11,6.0,1997,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67014,6.37585,25.0,2159.0,2014-10-21,10.0,2014,2473682.0,CORAIL Marc,POINT (6.37585 44.67014),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.64101,5.80624,250.0,6.0,2013-03-27,3.0,2013,2473682.0,CORAIL Marc,POINT (5.80624 44.64101),19,19,Landes ligneuses / broussailles,Woody moorlands
