class,order,family,genus,species,scientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,eventDate,month,year,speciesKey,recordedBy,geometry,oso_2024,code,label_fr,label_en
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81248,6.13123,25.0,1860.0,2018-05-18,5.0,2018,2473682.0,JORDANA Régis,POINT (6.13123 44.81248),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67391,6.2498,25.0,2000.0,2018-03-03,3.0,2018,2473682.0,GUILLOUX Julien-Pierre,POINT (6.2498 44.67391),13,13,Prairies,Grasslands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75616,6.50749,25.0,1968.0,2018-05-16,5.0,2018,2473682.0,MAILLET Thierry,POINT (6.50749 44.75616),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.98301,6.45821,25.0,2100.0,2018-06-21,6.0,2018,2473682.0,BERGEON Jean-Pierre,POINT (6.45821 44.98301),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81068,6.19442,25.0,1760.0,2018-05-03,5.0,2018,2473682.0,ICARDO Emmanuel,POINT (6.19442 44.81068),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.98301,6.45821,25.0,2320.0,2018-06-07,6.0,2018,2473682.0,BERGEON Jean-Pierre,POINT (6.45821 44.98301),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75616,6.50749,25.0,2084.0,2018-06-18,6.0,2018,2473682.0,DUPUIS Etienne;NICOLAS Marie-geneviève,POINT (6.50749 44.75616),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.57014,6.68503,25.0,2196.0,2018-04-20,4.0,2018,2473682.0,LEFRANçOIS Olivier,POINT (6.68503 44.57014),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.72072,6.18931,25.0,1952.0,2018-05-16,5.0,2018,2473682.0,CORAIL Marc,POINT (6.18931 44.72072),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.48434,6.55355,25.0,1961.0,2018-04-18,4.0,2018,2473682.0,IMBERDIS Ludovic,POINT (6.55355 44.48434),19,19,Landes ligneuses / broussailles,Woody moorlands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67014,6.37585,25.0,2180.0,2018-05-17,5.0,2018,2473682.0,JORDANA Régis,POINT (6.37585 44.67014),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.63433,6.05824,250.0,1760.0,2018-06-02,6.0,2018,2473682.0,IMBERDIS Ludovic,POINT (6.05824 44.63433),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75414,6.57061,25.0,1880.0,2018-06-01,6.0,2018,2473682.0,GOULET Frédéric,POINT (6.57061 44.75414),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71511,6.37855,25.0,2095.0,2018-05-18,5.0,2018,2473682.0,CORAIL Marc,POINT (6.37855 44.71511),19,19,Landes ligneuses / broussailles,Woody moorlands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.66622,6.50189,25.0,2000.0,2018-09-02,9.0,2018,2473682.0,LEFRANçOIS Olivier;DUBOIS Cécile,POINT (6.50189 44.66622),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62516,6.37316,25.0,1860.0,2018-04-25,4.0,2018,2473682.0,LEFRANçOIS Olivier,POINT (6.37316 44.62516),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71119,6.50469,25.0,2000.0,2018-08-16,8.0,2018,2473682.0,TELMON Jean-Philippe,POINT (6.50469 44.71119),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,2020.0,2018-04-26,4.0,2018,2473682.0,IMBERDIS Ludovic,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02994,6.39756,25.0,1980.0,2018-04-25,4.0,2018,2473682.0,PAULET Nils,POINT (6.39756 45.02994),19,19,Landes ligneuses / broussailles,Woody moorlands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.66622,6.50189,25.0,1780.0,2018-09-15,9.0,2018,2473682.0,DUBOIS Cécile,POINT (6.50189 44.66622),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93605,6.51875,25.0,2160.0,2018-06-12,6.0,2018,2473682.0,BERGEON Jean-Pierre,POINT (6.51875 44.93605),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62322,6.43613,25.0,2000.0,2018-04-24,4.0,2018,2473682.0,LOMBARD Jean-françois,POINT (6.43613 44.62322),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71119,6.50469,25.0,2100.0,2018-08-16,8.0,2018,2473682.0,TELMON Jean-Philippe,POINT (6.50469 44.71119),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.80884,6.2576,25.0,1820.0,2018-10-01,10.0,2018,2473682.0,JORDANA Régis,POINT (6.2576 44.80884),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02994,6.39756,25.0,2060.0,2018-09-26,9.0,2018,2473682.0,COURSIER Cyril,POINT (6.39756 45.02994),19,19,Landes ligneuses / broussailles,Woody moorlands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.76008,6.38125,25.0,2120.0,2018-08-15,8.0,2018,2473682.0,NICOLAS Marie-geneviève,POINT (6.38125 44.76008),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,1933.0,2018-05-10,5.0,2018,2473682.0,BRIOTET Daniel,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67014,6.37585,25.0,2040.0,2018-05-18,5.0,2018,2473682.0,JORDANA Régis,POINT (6.37585 44.67014),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.58209,6.30754,25.0,2006.0,2018-06-18,6.0,2018,2473682.0,BOUCHE Michel,POINT (6.30754 44.58209),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.03186,6.33413,25.0,2040.0,2018-09-03,9.0,2018,2473682.0,PAULET Nils,POINT (6.33413 45.03186),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81068,6.19442,25.0,1640.0,2018-04-24,4.0,2018,2473682.0,IMBERDIS Ludovic,POINT (6.19442 44.81068),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,2033.0,2018-06-07,6.0,2018,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75616,6.50749,25.0,1890.0,2018-04-26,4.0,2018,2473682.0,DELENATTE Blandine,POINT (6.50749 44.75616),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67014,6.37585,25.0,1840.0,2018-05-02,5.0,2018,2473682.0,CORAIL Marc,POINT (6.37585 44.67014),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02994,6.39756,25.0,2020.0,2018-04-25,4.0,2018,2473682.0,PAULET Nils,POINT (6.39756 45.02994),19,19,Landes ligneuses / broussailles,Woody moorlands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75616,6.50749,25.0,2000.0,2018-04-26,4.0,2018,2473682.0,TELMON Jean-Philippe,POINT (6.50749 44.75616),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75616,6.50749,25.0,2012.0,2018-04-26,4.0,2018,2473682.0,NICOLAS Marie-geneviève,POINT (6.50749 44.75616),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67014,6.37585,25.0,2060.0,2018-05-18,5.0,2018,2473682.0,JORDANA Régis,POINT (6.37585 44.67014),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.80311,6.44713,25.0,2253.0,2018-04-28,4.0,2018,2473682.0,ALBERT Christophe,POINT (6.44713 44.80311),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,2000.0,2018-04-26,4.0,2018,2473682.0,IMBERDIS Ludovic,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.81068,6.19442,25.0,1840.0,2018-05-07,5.0,2018,2473682.0,JORDANA Régis;PAPET Rodolphe,POINT (6.19442 44.81068),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.85746,6.13374,25.0,1985.0,2018-05-07,5.0,2018,2473682.0,CORAIL Marc,POINT (6.13374 44.85746),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67204,6.31283,25.0,1996.0,2018-05-18,5.0,2018,2473682.0,CORAIL Marc,POINT (6.31283 44.67204),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,1800.0,2018-04-22,4.0,2018,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67014,6.37585,25.0,2119.0,2018-05-18,5.0,2018,2473682.0,CORAIL Marc,POINT (6.37585 44.67014),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75616,6.50749,25.0,2020.0,2018-05-03,5.0,2018,2473682.0,MAILLET Thierry,POINT (6.50749 44.75616),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.80113,6.5103,25.0,2000.0,2018-05-03,5.0,2018,2473682.0,TELMON Jean-Philippe,POINT (6.5103 44.80113),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,1840.0,2018-05-18,5.0,2018,2473682.0,CORAIL Marc,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.66622,6.50189,25.0,2040.0,2018-09-02,9.0,2018,2473682.0,LEFRANçOIS Olivier;DUBOIS Cécile,POINT (6.50189 44.66622),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.98301,6.45821,25.0,2280.0,2018-05-23,5.0,2018,2473682.0,BERGEON Jean-Pierre,POINT (6.45821 44.98301),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,2110.0,2018-05-21,5.0,2018,2473682.0,BRIOTET Daniel,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.85746,6.13374,25.0,1880.0,2018-06-04,6.0,2018,2473682.0,JORDANA Régis,POINT (6.13374 44.85746),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.98301,6.45821,25.0,2020.0,2018-09-07,9.0,2018,2473682.0,PAULET Nils,POINT (6.45821 44.98301),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.85382,6.26021,25.0,2000.0,2018-07-22,7.0,2018,2473682.0,BULLE Tommy,POINT (6.26021 44.85382),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.98301,6.45821,25.0,2140.0,2018-06-28,6.0,2018,2473682.0,BERGEON Jean-Pierre,POINT (6.45821 44.98301),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,2175.0,2018-05-16,5.0,2018,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71119,6.50469,25.0,2160.0,2018-08-09,8.0,2018,2473682.0,TELMON Jean-Philippe,POINT (6.50469 44.71119),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.71889,6.2524,25.0,2032.0,2018-05-16,5.0,2018,2473682.0,CORAIL Marc,POINT (6.2524 44.71889),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75814,6.44438,25.0,1820.0,2018-10-03,10.0,2018,2473682.0,NICOLAS Marie-geneviève;DUPUIS Etienne,POINT (6.44438 44.75814),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.63433,6.05824,250.0,1640.0,2018-06-02,6.0,2018,2473682.0,IMBERDIS Ludovic,POINT (6.05824 44.63433),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62516,6.37316,25.0,2120.0,2018-08-03,8.0,2018,2473682.0,BOUCHE Michel,POINT (6.37316 44.62516),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",45.02994,6.39756,25.0,2080.0,2018-06-21,6.0,2018,2473682.0,COURSIER Cyril,POINT (6.39756 45.02994),19,19,Landes ligneuses / broussailles,Woody moorlands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.89306,6.45266,25.0,2060.0,2018-05-24,5.0,2018,2473682.0,DUPUIS Etienne,POINT (6.45266 44.89306),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.62894,6.24721,25.0,1920.0,2018-04-26,4.0,2018,2473682.0,CORAIL Marc,POINT (6.24721 44.62894),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.98301,6.45821,25.0,2020.0,2018-05-24,5.0,2018,2473682.0,BERGEON Jean-Pierre,POINT (6.45821 44.98301),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.98301,6.45821,25.0,2060.0,2018-06-14,6.0,2018,2473682.0,BERGEON Jean-Pierre,POINT (6.45821 44.98301),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.80113,6.5103,25.0,2040.0,2018-05-03,5.0,2018,2473682.0,TELMON Jean-Philippe,POINT (6.5103 44.80113),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.75616,6.50749,25.0,2060.0,2018-08-09,8.0,2018,2473682.0,TELMON Jean-Philippe,POINT (6.50749 44.75616),17,17,Forêt de conifères,Softwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.67575,6.18676,25.0,1960.0,2018-05-18,5.0,2018,2473682.0,CORAIL Marc,POINT (6.18676 44.67575),16,16,Forêt de feuillus,Hardwood forest
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.84202,6.63954,250.0,2111.0,2006-05-17,5.0,2006,2473682.0,AYES,POINT (6.63954 44.84202),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.84202,6.63954,250.0,2181.0,2006-06-16,6.0,2006,2473682.0,AYES,POINT (6.63954 44.84202),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.84202,6.63954,250.0,2057.0,2006-06-16,6.0,2006,2473682.0,AYES,POINT (6.63954 44.84202),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.73902,7.01226,25.0,1769.0,2001-05-20,5.0,2001,2473682.0,ECODIR Observateur non mentionné,POINT (7.01226 44.73902),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97693,6.6483,25.0,2200.0,1994-03-02,3.0,1994,2473682.0,NIERMONT Jean-Pierre,POINT (6.6483 44.97693),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.97899,6.58494,25.0,2166.0,2009-08-06,8.0,2009,2473682.0,GILLOT Philippe,POINT (6.58494 44.97899),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.79496,6.69978,25.0,2520.0,2001-06-12,6.0,2001,2473682.0,AYES,POINT (6.69978 44.79496),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.78397,7.01547,25.0,2269.0,2001-06-20,6.0,2001,2473682.0,ECODIR Observateur non mentionné,POINT (7.01547 44.78397),19,19,Landes ligneuses / broussailles,Woody moorlands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.74128,6.94918,25.0,2184.0,2001-06-18,6.0,2001,2473682.0,ECODIR Observateur non mentionné,POINT (6.94918 44.74128),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.83993,6.70274,250.0,2206.0,2006-05-17,5.0,2006,2473682.0,AYES,POINT (6.70274 44.83993),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.84202,6.63954,250.0,2202.0,2006-06-16,6.0,2006,2473682.0,AYES,POINT (6.63954 44.84202),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.73902,7.01226,25.0,2243.0,2001-05-30,5.0,2001,2473682.0,ECODIR Observateur non mentionné,POINT (7.01226 44.73902),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.78397,7.01547,25.0,1986.0,2001-05-20,5.0,2001,2473682.0,ECODIR Observateur non mentionné,POINT (7.01547 44.78397),19,19,Landes ligneuses / broussailles,Woody moorlands
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.83993,6.70274,250.0,2234.0,2006-06-23,6.0,2006,2473682.0,AYES,POINT (6.70274 44.83993),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.83993,6.70274,250.0,2259.0,2006-04-20,4.0,2006,2473682.0,AYES,POINT (6.70274 44.83993),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.84202,6.63954,250.0,2036.0,2006-05-04,5.0,2006,2473682.0,AYES,POINT (6.63954 44.84202),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93196,6.64538,25.0,2100.0,2002-04-21,4.0,2002,2473682.0,NIERMONT Jean-Pierre,POINT (6.64538 44.93196),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.84202,6.63954,250.0,2328.0,2006-04-20,4.0,2006,2473682.0,AYES,POINT (6.63954 44.84202),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.84202,6.63954,250.0,1949.0,2006-04-20,4.0,2006,2473682.0,AYES,POINT (6.63954 44.84202),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.73902,7.01226,25.0,2178.0,2001-06-19,6.0,2001,2473682.0,ECODIR Observateur non mentionné,POINT (7.01226 44.73902),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93196,6.64538,25.0,2000.0,2003-05-14,5.0,2003,2473682.0,NIERMONT Jean-Pierre,POINT (6.64538 44.93196),20,20,Surfaces minérales naturelles,Natural mineral surfaces
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.73902,7.01226,25.0,1924.0,2001-05-21,5.0,2001,2473682.0,ECODIR Observateur non mentionné,POINT (7.01226 44.73902),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.73902,7.01226,25.0,2025.0,2001-06-18,6.0,2001,2473682.0,ECODIR Observateur non mentionné,POINT (7.01226 44.73902),18,18,Prairies naturelles,Natural grasslands and pastures
Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix,"Lyrurus tetrix (Linnaeus, 1758)",44.93196,6.64538,25.0,2200.0,2006-06-13,6.0,2006,2473682.0,NIERMONT Jean-Pierre,POINT (6.64538 44.93196),20,20,Surfaces minérales naturelles,Natural mineral surfaces
